LOAD_10_YEARS,LOAD_10_YEARS_2,LOAD_10_YEARS_3,LOAD_2020,LOAD_2019,LOAD_2018,LOAD_2017,LOAD_2016,LOAD_2015,LOAD_2014,LOAD_2013,LOAD_2012,LOAD_2011
8452487,4452487,1792.8036,,,,,,,,,,
8062439,4062439,1701.96096,,,,,,,,,,
8019317,4019317,1698.6648,,,,,,,,,,
8124644,4124644,1827.60312,,,,,,,,,,
8301320,4301320,2069.54496,,,,,,,,,,
8741759,4741759,2261.8848,,,,,,,,,,
9328997,5328997,2495.46192,,,,,,,,,,
9405325,5405325,2481.54144,,,,,,,,,,
9650821,5650821,2311.1256,,,,,,,,,,
9144552,5144552,2116.50432,,,,,,,,,,
8757865,4757865,1790.85144,,,,,,,,,,
8471376,4471376,1495.2,,,,,,,,,,
8162800,4162800,1216.17048,,,,,,,,,,
7773781,3773781,1127.88648,,,,,,,,,,
7450848,3450848,1057.58856,,,,,,,,,,
7353058,3353058,1034.65824,,,,,,,,,,
7446271,3446271,1112.958,,,,,,,,,,
7721371,3721371,1402.45056,,,,,,,,,,
8514808,4514808,1813.04928,,,,,,,,,,
9733082,5733082,1892.11176,,,,,,,,,,
10012029,6012029,1855.19208,,,,,,,,,,
10134283,6134283,1839.61848,,,,,,,,,,
10045220,6045220,1977.44904,,,,,,,,,,
9749700,5749700,1902.9948,,,,,,,,,,
9605114,5605114,1759.85544,,,,,,,,,,
9337189,5337189,1658.27088,,,,,,,,,,
9211270,5211270,1659.89208,,,,,,,,,,
9103102,5103102,1820.09016,,,,,,,,,,
9183873,5183873,2126.86152,,,,,,,,,,
9315933,5315933,2355.09624,,,,,,,,,,
9791577,5791577,2707.04112,,,,,,,,,,
9815846,5815846,2595.2976,,,,,,,,,,
10008293,6008293,2404.92,,,,,,,,,,
9361573,5361573,2166.35832,,,,,,,,,,
8893996,4893996,1759.20864,,,,,,,,,,
8708057,4708057,1417.31184,,,,,,,,,,
9244659,5244659,1457.7948,,,,,,,,,,
8601571,4601571,1254.1536,,,,,,,,,,
8208471,4208471,1163.316,,,,,,,,,,
7977176,3977176,1080.55752,,,,,,,,,,
7881909,3881909,1081.962,,,,,,,,,,
8050637,4050637,1165.53024,,,,,,,,,,
8969187,4969187,1534.6296,,,,,,,,,,
9959148,5959148,2045.53776,,,,,,,,,,
10447723,6447723,2184.65184,,,,,,,,,,
10676426,6676426,2165.47464,,,,,,,,,,
10792054,6792054,2125.7712,,,,,,,,,,
10810731,6810731,2247.45192,,,,,,,,,,
10603999,6603999,2175.41688,,,,,,,,,,
10517323,6517323,2021.01312,,,,,,,,,,
10338529,6338529,1955.44608,,,,,,,,,,
10253283,6253283,1997.5032,,,,,,,,,,
10455578,6455578,2212.88088,,,,,,,,,,
10901165,6901165,2923.13784,,,,,,,,,,
11205985,7205985,3112.15464,,,,,,,,,,
10851633,6851633,3000.56232,,,,,,,,,,
10392216,6392216,2766.60384,,,,,,,,,,
9797766,5797766,2541.78792,,,,,,,,,,
9446753,5446753,2313.16176,,,,,,,,,,
9741396,5741396,1898.31768,,,,,,,,,,
9385612,5385612,1648.99896,,,,,,,,,,
8981873,4981873,1428.80472,,,,,,,,,,
8508809,4508809,1304.3688,,,,,,,,,,
8207680,4207680,1173.82608,,,,,,,,,,
8025100,4025100,1132.78872,,,,,,,,,,
8160093,4160093,1113.08736,,,,,,,,,,
8514233,4514233,1205.96616,,,,,,,,,,
8818778,4818778,1507.3464,,,,,,,,,,
9452471,5452471,2304.7836,,,,,,,,,,
9800295,5800295,2824.30176,,,,,,,,,,
9579787,5579787,3030.81744,,,,,,,,,,
9226943,5226943,3291.31152,,,,,,,,,,
9054202,5054202,3316.91136,,,,,,,,,,
8844249,4844249,3172.55904,,,,,,,,,,
8878255,4878255,3142.97088,,,,,,,,,,
9210349,5210349,3085.25952,,,,,,,,,,
9591971,5591971,3229.08096,,,,,,,,,,
10364017,6364017,3788.23032,,,,,,,,,,
10758375,6758375,3827.8296,,,,,,,,,,
10483481,6483481,3434.58864,,,,,,,,,,
10005555,6005555,3217.51248,,,,,,,,,,
9403851,5403851,2965.95096,,,,,,,,,,
9344177,5344177,2567.23152,,,,,,,,,,
9766405,5766405,2149.4424,,,,,,,,,,
9165575,5165575,1735.55088,,,,,,,,,,
8792040,4792040,1445.78448,,,,,,,,,,
8326150,4326150,1301.09112,,,,,,,,,,
8139819,4139819,1190.85624,,,,,,,,,,
8097472,4097472,1182.90312,,,,,,,,,,
8268538,4268538,1216.18224,,,,,,,,,,
9348035,5348035,1455.04296,,,,,,,,,,
10418351,6418351,1832.03832,,,,,,,,,,
11132523,7132523,2294.74392,,,,,,,,,,
11208197,7208197,2481.4524,,,,,,,,,,
11144201,7144201,2546.53896,,,,,,,,,,
10909891,6909891,2731.596,,,,,,,,,,
10699622,6699622,2737.00392,,,,,,,,,,
10629082,6629082,2535.16872,,,,,,,,,,
10746087,6746087,2420.71368,,,,,,,,,,
11002151,7002151,2477.39352,,,,,,,,,,
11102131,7102131,2655.78768,,,,,,,,,,
11616813,7616813,3283.10304,,,,,,,,,,
12226796,8226796,3462.33384,,,,,,,,,,
11859776,7859776,3334.76808,,,,,,,,,,
11292519,7292519,3115.24248,,,,,,,,,,
10504708,6504708,2876.9916,,,,,,,,,,
10402232,6402232,2644.8324,,,,,,,,,,
10788239,6788239,2165.43936,,,,,,,,,,
9649946,5649946,1508.32752,,,,,,,,,,
9053855,5053855,1289.60832,,,,,,,,,,
8622552,4622552,1190.87304,,,,,,,,,,
8318250,4318250,1108.58496,,,,,,,,,,
8270206,4270206,1117.20504,,,,,,,,,,
8180069,4180069,1209.40344,,,,,,,,,,
8430521,4430521,1621.49064,,,,,,,,,,
8598169,4598169,2137.09272,,,,,,,,,,
8845944,4845944,2264.04864,,,,,,,,,,
9342711,5342711,2236.81416,,,,,,,,,,
9405033,5405033,2208.71616,,,,,,,,,,
9349667,5349667,2356.75944,,,,,,,,,,
9308766,5308766,2256.28368,,,,,,,,,,
9189135,5189135,2071.04352,,,,,,,,,,
9128033,5128033,1997.59224,,,,,,,,,,
9295252,5295252,2046.59952,,,,,,,,,,
9572243,5572243,2277.88512,,,,,,,,,,
9818976,5818976,2659.062,,,,,,,,,,
10332899,6332899,3286.15224,,,,,,,,,,
10697201,6697201,3269.4228,,,,,,,,,,
10242584,6242584,3015.138,,,,,,,,,,
9571224,5571224,2751.90384,,,,,,,,,,
9557349,5557349,2468.84568,,,,,,,,,,
10017947,6017947,1948.23216,,,,,,,,,,
9858959,5858959,1633.06248,,,,,,,,,,
9278898,5278898,1393.26432,,,,,,,,,,
9030763,5030763,1252.66008,,,,,,,,,,
8649237,4649237,1145.30808,,,,,,,,,,
8615452,4615452,1114.764,,,,,,,,,,
8916001,4916001,1131.28008,,,,,,,,,,
9708147,5708147,1274.79408,,,,,,,,,,
10829771,6829771,1615.95336,,,,,,,,,,
10715155,6715155,2218.62144,,,,,,,,,,
10487666,6487666,2546.69184,,,,,,,,,,
10089931,6089931,2644.41744,,,,,,,,,,
10120286,6120286,2828.42112,,,,,,,,,,
10064387,6064387,2850.26448,,,,,,,,,,
10039170,6039170,2679.0708,,,,,,,,,,
10169407,6169407,2522.14368,,,,,,,,,,
10315924,6315924,2474.41488,,,,,,,,,,
10132425,6132425,2505.15216,,,,,,,,,,
10355154,6355154,2682.72816,,,,,,,,,,
10851252,6851252,3086.13984,,,,,,,,,,
11556422,7556422,3158.93424,,,,,,,,,,
11061648,7061648,2926.99512,,,,,,,,,,
10378496,6378496,2628.75648,,,,,,,,,,
10180199,6180199,2334.51624,,,,,,,,,,
10434264,6434264,1962.10056,,,,,,,,,,
8456955,4456955,1304.73168,,,,,,,,,,
7858841,3858841,1191.83064,,,,,,,,,,
7525097,3525097,1106.96544,,,,,,,,,,
7343375,3343375,1041.27072,,,,,,,,,,
7334750,3334750,1055.15088,,,,,,,,,,
7539074,3539074,1127.4312,,,,,,,,,,
7925112,3925112,1325.42592,,,,,,,,,,
8626659,4626659,1698.34896,,,,,,,,,,
9159523,5159523,1961.15136,,,,,,,,,,
9319142,5319142,2160.48,,,,,,,,,,
9372617,5372617,2398.95096,,,,,,,,,,
9363246,5363246,2396.96184,,,,,,,,,,
9048340,5048340,2189.6616,,,,,,,,,,
8854944,4854944,2010.97344,,,,,,,,,,
8657022,4657022,1885.05408,,,,,,,,,,
8576612,4576612,1849.8732,,,,,,,,,,
8563298,4563298,2024.57136,,,,,,,,,,
8680172,4680172,2216.46432,,,,,,,,,,
8995618,4995618,2289.05712,,,,,,,,,,
9048947,5048947,2272.43856,,,,,,,,,,
9064963,5064963,2235.45,,,,,,,,,,
9003273,5003273,2049.5832,,,,,,,,,,
9267346,5267346,1663.94592,,,,,,,,,,
9218351,5218351,1374.2484,,,,,,,,,,
7621852,3621852,1228.35384,,,,,,,,,,
7365656,3365656,1139.61288,,,,,,,,,,
7091594,3091594,1080.6768,,,,,,,,,,
7111909,3111909,1041.63864,,,,,,,,,,
7060821,3060821,1120.83552,,,,,,,,,,
7336218,3336218,1331.92584,,,,,,,,,,
7912279,3912279,1620.76152,,,,,,,,,,
8938462,4938462,1705.53264,,,,,,,,,,
9343324,5343324,1688.1816,,,,,,,,,,
9654478,5654478,1700.59176,,,,,,,,,,
9630863,5630863,1852.6956,,,,,,,,,,
9382030,5382030,1803.774,,,,,,,,,,
8902509,4902509,1693.91376,,,,,,,,,,
8606329,4606329,1591.3212,,,,,,,,,,
8456363,4456363,1565.22912,,,,,,,,,,
8453620,4453620,1688.39664,,,,,,,,,,
8388079,4388079,1990.65552,,,,,,,,,,
8536318,4536318,2195.63736,,,,,,,,,,
8883110,4883110,2222.10912,,,,,,,,,,
8960126,4960126,2157.97512,,,,,,,,,,
8989759,4989759,2114.40264,,,,,,,,,,
8852065,4852065,2066.27904,,,,,,,,,,
8927564,4927564,1721.92776,,,,,,,,,,
9109711,5109711,1422.83904,,,,,,,,,,
7582980,3582980,1228.19592,,,,,,,,,,
7336843,3336843,1140.98208,,,,,,,,,,
7051324,3051324,1082.3652,,,,,,,,,,
6970073,2970073,1041.85536,,,,,,,,,,
6928383,2928383,1119.70152,,,,,,,,,,
7273924,3273924,1325.67792,,,,,,,,,,
7794438,3794438,1612.1616,,,,,,,,,,
8732848,4732848,1697.08896,,,,,,,,,,
9349192,5349192,1681.0248,,,,,,,,,,
9622090,5622090,1696.96296,,,,,,,,,,
9794452,5794452,1849.5456,,,,,,,,,,
9853225,5853225,1801.05744,,,,,,,,,,
9870867,5870867,1692.7176,,,,,,,,,,
9740454,5740454,1590.34176,,,,,,,,,,
9459581,5459581,1563.4164,,,,,,,,,,
9378496,5378496,1684.8804,,,,,,,,,,
9457726,5457726,1986.19008,,,,,,,,,,
9539936,5539936,2190.36888,,,,,,,,,,
9841257,5841257,2218.80456,,,,,,,,,,
9662342,5662342,2154.00528,,,,,,,,,,
9259681,5259681,2107.37352,,,,,,,,,,
8936971,4936971,2063.98752,,,,,,,,,,
8930630,4930630,1718.45856,,,,,,,,,,
9106825,5106825,1420.84824,,,,,,,,,,
7780741,3780741,1264.59648,,,,,,,,,,
7365842,3365842,1188.09936,,,,,,,,,,
7086373,3086373,1124.69952,,,,,,,,,,
6946485,2946485,1069.01088,,,,,,,,,,
6977496,2977496,1108.99992,,,,,,,,,,
7146352,3146352,1227.70872,,,,,,,,,,
7594838,3594838,1414.60536,,,,,,,,,,
8100260,4100260,1608.05064,,,,,,,,,,
8639278,4639278,1671.66384,,,,,,,,,,
9098265,5098265,1711.31688,,,,,,,,,,
9247485,5247485,1856.86704,,,,,,,,,,
9081299,5081299,1832.07528,,,,,,,,,,
8967011,4967011,1752.55752,,,,,,,,,,
8674222,4674222,1666.2828,,,,,,,,,,
8389501,4389501,1655.67696,,,,,,,,,,
8177345,4177345,1727.76408,,,,,,,,,,
7889232,3889232,1912.71024,,,,,,,,,,
7952277,3952277,2038.44144,,,,,,,,,,
7994601,3994601,2031.7584,,,,,,,,,,
8077734,4077734,1966.48704,,,,,,,,,,
8200090,4200090,2028.02712,,,,,,,,,,
8148800,4148800,1982.14968,,,,,,,,,,
8605428,4605428,1752.64992,,,,,,,,,,
8360419,4360419,1511.02224,,,,,,,,,,
8120581,4120581,1287.69816,,,,,,,,,,
7888497,3888497,1178.41752,,,,,,,,,,
7731516,3731516,1095.20544,,,,,,,,,,
7432557,3432557,1037.46216,,,,,,,,,,
7331063,3331063,1060.80912,,,,,,,,,,
7781974,3781974,1161.66288,,,,,,,,,,
8420891,4420891,1464.66264,,,,,,,,,,
9556510,5556510,1860.8856,,,,,,,,,,
9719190,5719190,2044.73808,,,,,,,,,,
9954658,5954658,2124.65904,,,,,,,,,,
10077042,6077042,2252.89176,,,,,,,,,,
10045589,6045589,2256.5256,,,,,,,,,,
9996513,5996513,2136.25272,,,,,,,,,,
10023341,6023341,2003.34288,,,,,,,,,,
10077578,6077578,1935.35496,,,,,,,,,,
9857623,5857623,1946.26152,,,,,,,,,,
9760018,5760018,2116.92768,,,,,,,,,,
10039610,6039610,2293.04544,,,,,,,,,,
9614051,5614051,2288.06424,,,,,,,,,,
9582371,5582371,2467.05648,,,,,,,,,,
9673094,5673094,2266.29816,,,,,,,,,,
9280573,5280573,2017.69848,,,,,,,,,,
9125855,5125855,1753.9536,,,,,,,,,,
8676533,4676533,1496.30376,,,,,,,,,,
8427620,4427620,1220.34864,,,,,,,,,,
8009785,4009785,1131.9336,,,,,,,,,,
7724450,3724450,1062.68736,,,,,,,,,,
7590694,3590694,1036.71792,,,,,,,,,,
7546397,3546397,1109.2368,,,,,,,,,,
7875371,3875371,1376.48616,,,,,,,,,,
8755474,4755474,1774.41432,,,,,,,,,,
9818781,5818781,1884.00744,,,,,,,,,,
9893427,5893427,1878.48528,,,,,,,,,,
9690055,5690055,1860.77976,,,,,,,,,,
9419173,5419173,1978.61832,,,,,,,,,,
8861972,4861972,1917.26304,,,,,,,,,,
8555922,4555922,1792.8036,,,,,,,,,,
8213931,4213931,1701.96096,,,,,,,,,,
8184657,4184657,1698.6648,,,,,,,,,,
8185595,4185595,1827.60312,,,,,,,,,,
8378067,4378067,2069.54496,,,,,,,,,,
8764802,4764802,2261.8848,,,,,,,,,,
9377957,5377957,2495.46192,,,,,,,,,,
9651103,5651103,2481.54144,,,,,,,,,,
10201642,6201642,2311.1256,,,,,,,,,,
9774703,5774703,2116.50432,,,,,,,,,,
9238369,5238369,1790.85144,,,,,,,,,,
9135955,5135955,1495.2,,,,,,,,,,
7675466,3675466,1216.17048,,,,,,,,,,
7317961,3317961,1127.88648,,,,,,,,,,
6943890,2943890,1057.58856,,,,,,,,,,
6859258,2859258,1034.65824,,,,,,,,,,
6998338,2998338,1112.958,,,,,,,,,,
7245446,3245446,1402.45056,,,,,,,,,,
8227028,4227028,1813.04928,,,,,,,,,,
9485017,5485017,1892.11176,,,,,,,,,,
9619902,5619902,1855.19208,,,,,,,,,,
9812309,5812309,1839.61848,,,,,,,,,,
9798421,5798421,1977.44904,,,,,,,,,,
9776685,5776685,1902.9948,,,,,,,,,,
9920814,5920814,1759.85544,,,,,,,,,,
9870353,5870353,1658.27088,,,,,,,,,,
9608310,5608310,1659.89208,,,,,,,,,,
9563290,5563290,1820.09016,,,,,,,,,,
9725052,5725052,2126.86152,,,,,,,,,,
9970655,5970655,2355.09624,,,,,,,,,,
10372024,6372024,2707.04112,,,,,,,,,,
10377308,6377308,2595.2976,,,,,,,,,,
10391836,6391836,2404.92,,,,,,,,,,
9762663,5762663,2166.35832,,,,,,,,,,
9363366,5363366,1759.20864,,,,,,,,,,
9170004,5170004,1417.31184,,,,,,,,,,
8824935,4824935,1457.7948,,,,,,,,,,
8236343,4236343,1254.1536,,,,,,,,,,
7716121,3716121,1163.316,,,,,,,,,,
7579379,3579379,1080.55752,,,,,,,,,,
7519900,3519900,1081.962,,,,,,,,,,
7845255,3845255,1165.53024,,,,,,,,,,
8728481,4728481,1534.6296,,,,,,,,,,
9729222,5729222,2045.53776,,,,,,,,,,
10129048,6129048,2184.65184,,,,,,,,,,
10017715,6017715,2165.47464,,,,,,,,,,
9878177,5878177,2125.7712,,,,,,,,,,
10066024,6066024,2247.45192,,,,,,,,,,
9987536,5987536,2175.41688,,,,,,,,,,
10059636,6059636,2021.01312,,,,,,,,,,
10051472,6051472,1955.44608,,,,,,,,,,
10127373,6127373,1997.5032,,,,,,,,,,
10232299,6232299,2212.88088,,,,,,,,,,
10697217,6697217,2923.13784,,,,,,,,,,
10936596,6936596,3112.15464,,,,,,,,,,
10557226,6557226,3000.56232,,,,,,,,,,
9975085,5975085,2766.60384,,,,,,,,,,
9390960,5390960,2541.78792,,,,,,,,,,
9199515,5199515,2313.16176,,,,,,,,,,
9229071,5229071,1898.31768,,,,,,,,,,
8130416,4130416,1648.99896,,,,,,,,,,
7534501,3534501,1428.80472,,,,,,,,,,
6971975,2971975,1304.3688,,,,,,,,,,
6667571,2667571,1173.82608,,,,,,,,,,
6678571,2678571,1132.78872,,,,,,,,,,
6866138,2866138,1113.08736,,,,,,,,,,
7299028,3299028,1205.96616,,,,,,,,,,
7534360,3534360,1507.3464,,,,,,,,,,
8169683,4169683,2304.7836,,,,,,,,,,
8403184,4403184,2824.30176,,,,,,,,,,
8365466,4365466,3030.81744,,,,,,,,,,
8112356,4112356,3291.31152,,,,,,,,,,
7829191,3829191,3316.91136,,,,,,,,,,
7658045,3658045,3172.55904,,,,,,,,,,
7696783,3696783,3142.97088,,,,,,,,,,
8054706,4054706,3085.25952,,,,,,,,,,
8394416,4394416,3229.08096,,,,,,,,,,
9072376,5072376,3788.23032,,,,,,,,,,
9289249,5289249,3827.8296,,,,,,,,,,
8816808,4816808,3434.58864,,,,,,,,,,
8274602,4274602,3217.51248,,,,,,,,,,
7997065,3997065,2965.95096,,,,,,,,,,
8073406,4073406,2567.23152,,,,,,,,,,
8511819,4511819,2149.4424,,,,,,,,,,
8787270,4787270,1735.55088,,,,,,,,,,
8363406,4363406,1445.78448,,,,,,,,,,
7842473,3842473,1301.09112,,,,,,,,,,
7514029,3514029,1190.85624,,,,,,,,,,
7469135,3469135,1182.90312,,,,,,,,,,
7410372,3410372,1216.18224,,,,,,,,,,
7610164,3610164,1455.04296,,,,,,,,,,
7529246,3529246,1832.03832,,,,,,,,,,
7806867,3806867,2294.74392,,,,,,,,,,
8194221,4194221,2481.4524,,,,,,,,,,
8424453,4424453,2546.53896,,,,,,,,,,
8397974,4397974,2731.596,,,,,,,,,,
8655963,4655963,2737.00392,,,,,,,,,,
8903452,4903452,2535.16872,,,,,,,,,,
8784769,4784769,2420.71368,,,,,,,,,,
8773444,4773444,2477.39352,,,,,,,,,,
8789546,4789546,2655.78768,,,,,,,,,,
9415409,5415409,3283.10304,,,,,,,,,,
9970105,5970105,3462.33384,,,,,,,,,,
9863342,5863342,3334.76808,,,,,,,,,,
9685795,5685795,3115.24248,,,,,,,,,,
9121177,5121177,2876.9916,,,,,,,,,,
8877686,4877686,2644.8324,,,,,,,,,,
9103711,5103711,2165.43936,,,,,,,,,,
9755247,5755247,1508.32752,,,,,,,,,,
9303972,5303972,1289.60832,,,,,,,,,,
8676613,4676613,1190.87304,,,,,,,,,,
8350254,4350254,1108.58496,,,,,,,,,,
8380893,4380893,1117.20504,,,,,,,,,,
8719927,4719927,1209.40344,,,,,,,,,,
9602533,5602533,1621.49064,,,,,,,,,,
10751103,6751103,2137.09272,,,,,,,,,,
10725711,6725711,2264.04864,,,,,,,,,,
10866014,6866014,2236.81416,,,,,,,,,,
10646031,6646031,2208.71616,,,,,,,,,,
10285448,6285448,2356.75944,,,,,,,,,,
10030484,6030484,2256.28368,,,,,,,,,,
9771309,5771309,2071.04352,,,,,,,,,,
9559807,5559807,1997.59224,,,,,,,,,,
9535259,5535259,2046.59952,,,,,,,,,,
9708577,5708577,2277.88512,,,,,,,,,,
10076234,6076234,2659.062,,,,,,,,,,
10590395,6590395,3286.15224,,,,,,,,,,
11135479,7135479,3269.4228,,,,,,,,,,
10576733,6576733,3015.138,,,,,,,,,,
9988432,5988432,2751.90384,,,,,,,,,,
9831802,5831802,2468.84568,,,,,,,,,,
10264637,6264637,1948.23216,,,,,,,,,,
9683692,5683692,1633.06248,,,,,,,,,,
9253926,5253926,1393.26432,,,,,,,,,,
8673900,4673900,1252.66008,,,,,,,,,,
8557619,4557619,1145.30808,,,,,,,,,,
8571323,4571323,1114.764,,,,,,,,,,
8896750,4896750,1131.28008,,,,,,,,,,
9742851,5742851,1274.79408,,,,,,,,,,
10279416,6279416,1615.95336,,,,,,,,,,
10579691,6579691,2218.62144,,,,,,,,,,
10618866,6618866,2546.69184,,,,,,,,,,
10241456,6241456,2644.41744,,,,,,,,,,
10140709,6140709,2828.42112,,,,,,,,,,
10202850,6202850,2850.26448,,,,,,,,,,
10008676,6008676,2679.0708,,,,,,,,,,
9984406,5984406,2522.14368,,,,,,,,,,
10043659,6043659,2474.41488,,,,,,,,,,
10039064,6039064,2505.15216,,,,,,,,,,
10272741,6272741,2682.72816,,,,,,,,,,
10777042,6777042,3086.13984,,,,,,,,,,
11444689,7444689,3158.93424,,,,,,,,,,
10896128,6896128,2926.99512,,,,,,,,,,
10338939,6338939,2628.75648,,,,,,,,,,
10126550,6126550,2334.51624,,,,,,,,,,
10440692,6440692,1962.10056,,,,,,,,,,
8377630,4377630,1304.73168,,,,,,,,,,
7900469,3900469,1191.83064,,,,,,,,,,
7618449,3618449,1106.96544,,,,,,,,,,
7555420,3555420,1041.27072,,,,,,,,,,
7475913,3475913,1055.15088,,,,,,,,,,
7726549,3726549,1127.4312,,,,,,,,,,
8261042,4261042,1325.42592,,,,,,,,,,
9103109,5103109,1698.34896,,,,,,,,,,
9727200,5727200,1961.15136,,,,,,,,,,
9957427,5957427,2160.48,,,,,,,,,,
9904901,5904901,2398.95096,,,,,,,,,,
9996186,5996186,2396.96184,,,,,,,,,,
9926245,5926245,2189.6616,,,,,,,,,,
9893820,5893820,2010.97344,,,,,,,,,,
9719454,5719454,1885.05408,,,,,,,,,,
9564595,5564595,1849.8732,,,,,,,,,,
9503666,5503666,2024.57136,,,,,,,,,,
9434152,5434152,2216.46432,,,,,,,,,,
9360126,5360126,2289.05712,,,,,,,,,,
9210462,5210462,2272.43856,,,,,,,,,,
9112624,5112624,2235.45,,,,,,,,,,
8936530,4936530,2049.5832,,,,,,,,,,
9232631,5232631,1663.94592,,,,,,,,,,
9188234,5188234,1374.2484,,,,,,,,,,
7660821,3660821,1228.35384,,,,,,,,,,
7424111,3424111,1139.61288,,,,,,,,,,
7028376,3028376,1080.6768,,,,,,,,,,
6873492,2873492,1041.63864,,,,,,,,,,
6591811,2591811,1120.83552,,,,,,,,,,
6592004,2592004,1331.92584,,,,,,,,,,
6559182,2559182,1620.76152,,,,,,,,,,
6569784,2569784,1705.53264,,,,,,,,,,
6797592,2797592,1688.1816,,,,,,,,,,
7064103,3064103,1700.59176,,,,,,,,,,
7399845,3399845,1852.6956,,,,,,,,,,
7493837,3493837,1803.774,,,,,,,,,,
7415296,3415296,1693.91376,,,,,,,,,,
7109000,3109000,1591.3212,,,,,,,,,,
6694011,2694011,1565.22912,,,,,,,,,,
6480162,2480162,1688.39664,,,,,,,,,,
6364171,2364171,1990.65552,,,,,,,,,,
6577427,2577427,2195.63736,,,,,,,,,,
7160692,3160692,2222.10912,,,,,,,,,,
7668595,3668595,2157.97512,,,,,,,,,,
7876319,3876319,2114.40264,,,,,,,,,,
7815617,3815617,2066.27904,,,,,,,,,,
8041110,4041110,1721.92776,,,,,,,,,,
8255046,4255046,1422.83904,,,,,,,,,,
7683259,3683259,1228.19592,,,,,,,,,,
7347948,3347948,1140.98208,,,,,,,,,,
6976632,2976632,1082.3652,,,,,,,,,,
6717515,2717515,1041.85536,,,,,,,,,,
6818691,2818691,1119.70152,,,,,,,,,,
6638223,2638223,1325.67792,,,,,,,,,,
6380118,2380118,1612.1616,,,,,,,,,,
6515798,2515798,1697.08896,,,,,,,,,,
6568672,2568672,1681.0248,,,,,,,,,,
6804988,2804988,1696.96296,,,,,,,,,,
6758684,2758684,1849.5456,,,,,,,,,,
6678643,2678643,1801.05744,,,,,,,,,,
6753229,2753229,1692.7176,,,,,,,,,,
6438642,2438642,1590.34176,,,,,,,,,,
6340120,2340120,1563.4164,,,,,,,,,,
6353027,2353027,1684.8804,,,,,,,,,,
6488009,2488009,1986.19008,,,,,,,,,,
6785115,2785115,2190.36888,,,,,,,,,,
7121954,3121954,2218.80456,,,,,,,,,,
7328822,3328822,2154.00528,,,,,,,,,,
7669521,3669521,2107.37352,,,,,,,,,,
7860483,3860483,2063.98752,,,,,,,,,,
8024562,4024562,1718.45856,,,,,,,,,,
8287556,4287556,1420.84824,,,,,,,,,,
7354382,3354382,1264.59648,,,,,,,,,,
7022237,3022237,1188.09936,,,,,,,,,,
6735862,2735862,1124.69952,,,,,,,,,,
6646622,2646622,1069.01088,,,,,,,,,,
6668310,2668310,1108.99992,,,,,,,,,,
6868042,2868042,1227.70872,,,,,,,,,,
7403904,3403904,1414.60536,,,,,,,,,,
7904580,3904580,1608.05064,,,,,,,,,,
8428500,4428500,1671.66384,,,,,,,,,,
8581030,4581030,1711.31688,,,,,,,,,,
8568551,4568551,1856.86704,,,,,,,,,,
8287210,4287210,1832.07528,,,,,,,,,,
8197215,4197215,1752.55752,,,,,,,,,,
7869331,3869331,1666.2828,,,,,,,,,,
7766905,3766905,1655.67696,,,,,,,,,,
7767839,3767839,1727.76408,,,,,,,,,,
7907803,3907803,1912.71024,,,,,,,,,,
8270261,4270261,2038.44144,,,,,,,,,,
8504062,4504062,2031.7584,,,,,,,,,,
8536379,4536379,1966.48704,,,,,,,,,,
8700001,4700001,2028.02712,,,,,,,,,,
8396042,4396042,1982.14968,,,,,,,,,,
8836488,4836488,1752.64992,,,,,,,,,,
8561647,4561647,1511.02224,,,,,,,,,,
8182347,4182347,1287.69816,,,,,,,,,,
7767618,3767618,1178.41752,,,,,,,,,,
7427571,3427571,1095.20544,,,,,,,,,,
7298728,3298728,1037.46216,,,,,,,,,,
7376050,3376050,1060.80912,,,,,,,,,,
7715022,3715022,1161.66288,,,,,,,,,,
8398463,4398463,1464.66264,,,,,,,,,,
9528483,5528483,1860.8856,,,,,,,,,,
9669697,5669697,2044.73808,,,,,,,,,,
9642650,5642650,2124.65904,,,,,,,,,,
9359691,5359691,2252.89176,,,,,,,,,,
9255055,5255055,2256.5256,,,,,,,,,,
8879556,4879556,2136.25272,,,,,,,,,,
8709613,4709613,2003.34288,,,,,,,,,,
8753238,4753238,1935.35496,,,,,,,,,,
8850362,4850362,1946.26152,,,,,,,,,,
8820299,4820299,2116.92768,,,,,,,,,,
9178989,5178989,2293.04544,,,,,,,,,,
9536031,5536031,2288.06424,,,,,,,,,,
9433141,5433141,2467.05648,,,,,,,,,,
9682617,5682617,2266.29816,,,,,,,,,,
9655135,5655135,2017.69848,,,,,,,,,,
9251889,5251889,1753.9536,,,,,,,,,,
8893168,4893168,1496.30376,,,,,,,,,,
7432397,3432397,1220.34864,,,,,,,,,,
7078414,3078414,1131.9336,,,,,,,,,,
6777707,2777707,1062.68736,,,,,,,,,,
6745979,2745979,1036.71792,,,,,,,,,,
6741779,2741779,1109.2368,,,,,,,,,,
7118889,3118889,1376.48616,,,,,,,,,,
8026663,4026663,1774.41432,,,,,,,,,,
9266066,5266066,1884.00744,,,,,,,,,,
9601042,5601042,1878.48528,,,,,,,,,,
9732674,5732674,1860.77976,,,,,,,,,,
9810002,5810002,1978.61832,,,,,,,,,,
9972121,5972121,1917.26304,,,,,,,,,,
9986427,5986427,1792.8036,,,,,,,,,,
10027922,6027922,1701.96096,,,,,,,,,,
10030271,6030271,1698.6648,,,,,,,,,,
